MIC_GOWAWA[0.6;1;S-OWA;1.0;0.0;2;W-OWA;0.9;1.0]_H_cdch,TS[1]_SIC_T_scm,GV[4]_CHOQUET[A;-0.75;AO1;0.9]_H_pah,GV[1]_HM_H_pah,TS[3]_CHOQUET[A;-0.75;AO2;0.0]_N_scm,TS[4]_V_U_z3,AC[7]_HM_U_mw,GV[2]_GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_U_eps,GV[3]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,TS[4]_GOWAWA[0.7;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_N_scv,GV[2]_CHOQUET[A;-0.75;AO1;0.2]_U_pbs,ES_SD_H_z2,AC[1]_CHOQUET[A;-0.75;AO1;0.2]_H_pah,CHOQUET[A;-0.75;AO1;0.9]_U_pbs,AC[1]_CHOQUET[A;0.5;AO2;0.5]_F_z3,AC[4]_AM_T_hwhh,AC[3]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,GV[4]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_T_eps,GV[1]_P2_U_pbs,TS[3]_I50_F_mw,AC[2]_SIC_T_scv,GV[3]_AM_U_z2,TS[2]_Q1_T_eps,CHOQUET[D;-0.25;AO1;0.8]_B_scv,TS[2]_SIC_T_cch,AC[1]_HM_H_pah,CHOQUET[D;-0.75;AO1;0.9]_B_isa,ES_VC_T_gcp2,TS[4]_GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_N_hwhh,AC[3]_HM_T_pie,TS[3]_GOWAWA[0.7;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_D_bi,SD_P_scv,CHOQUET[D;-0.25;AO1;0.8]_P_isa,AC[5]_P3_U_khh,SIC_T_ptt,TS[3]_HM_U_khh,GV[7]_P2_T_z3,GV[5]_HM_H_mw,TS[3]_CHOQUET[A;-0.75;AO1;0.3]_F_scm,GV[3]_CHOQUET[A;-0.5;AO1;0.3]_U_gcp1,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.7;0.8]_F_ptt,GV[2]_N3_P_z3,AC[7]_P2_T_z3,ES_Q3_U_pie,TS[3]_AM_F_z1,TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_N_gcp1,GV[3]_CHOQUET[A;-0.75;AO2;0.7]_T_khh,AC[4]_N3_A_khh,GV[2]_CHOQUET[A;-0.75;AO1;0.3]_H_pah,CHOQUET[A;-0.75;AO1;1.0]_F_khh,TS[2]_CHOQUET[A;-0.25;AO2;1.0]_T_khh,TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_N_scm,GOWAWA[0.3;2;S-OWA;0.6;0.0;2;W-OWA;0.9;1.0]_U_cch,AC[4]_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_T_pie,TS[4]_P2_P_ptt,SIC_T_scm,TS[4]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.7]_H_pie,ES_Q3_C_cdch,TS[3]_GOWAWA[0.2;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_cch,AC[2]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_B_pbs,TS[4]_GOWAWA[0.2;2;S-OWA;0.6;0.0;2;S-OWA;0.8;0.1]_T_cch,AC[2]_CHOQUET[A;-0.25;AO1;0.8]_H_pah,SIC_F_hwhh,GV[3]_P2_T_eps,TS[3]_Q1_T_eps,CHOQUET[A;-0.5;AO2;0.0]_N_isa,GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_mw,Class
0.447322221,0.91365275,0.386182648,1.542749227,0.0,0.313193956,0.0,0.0,0.519574589,0.0,0.0,1.930780866,1.54347017,1.021894281,0.0,2.011428571,1.558723766,45405.5207,1.15,57.0519,0.756099368,0.0,-881.11,160.3899324,0.202819531,1.542749227,129.1929976,-11.16453211,0.103726852,0.0,52.75449248,0.070406518,69.16154363,137.291247,0.613960536,0.74007293,0.796620975,0.831360772,1708.729746,75.0,0.0,0.074415374,0.0,5.819525401,8.043602381,0.594666667,0.0,0.20125123,0.693385198,0.79335,0.68,1.989723587,0.0,0.649094169,35.6409,0.778927835,0.703369798,7.928762106,1.621171002,0.159877151,0.0,0.455885719,1.5867,0.0,61880.70353,-895.24,0.0,43.61413657,APP
0.476274946,0.803800964,0.370492118,1.505714133,6.01645457,4.51457736,8301.873344,87039.4702,0.487058479,88.42607197,0.345776619,1.815070783,1.448881614,0.831962521,0.028670754,0.084883721,1.461175436,46806.55682,0.896995842,87.0782,0.87764742,0.300170881,-917.67,161.0115502,0.157694041,1.505714133,165.7677958,301.8709269,0.189589455,0.260459373,31.00482182,0.056903231,77.6447188,151.458486,0.816087403,0.602004552,0.848543991,0.625505468,2061.81133,97.21485015,115.2761075,0.673902143,-0.933548076,4.378538274,8.950551717,1.122298851,8.295812258,0.137839088,0.92722843,0.692752648,0.864779588,1.825539967,65.29318543,0.24166092,53.3752,0.815450074,0.582279962,7.053072249,-0.014451443,0.242401233,1.788352526,0.486691308,1.487995237,0.119193629,65158.28072,-914.05,0.931803091,74.53698498,APP
0.441048071,0.958424899,0.417643103,1.50700649,0.0,3.032337778,0.0,0.0,0.505416529,0.0,0.0,1.962176211,1.471218826,0.74,0.0,0.07,1.516249588,45270.6888,0.0,97.1167,0.907019018,0.0,-873.96,140.0,0.0,1.50700649,120.91,-30.20938156,0.0,0.0,38.69556034,0.0,65.67753936,126.6783698,0.0,0.709026058,0.55,0.608177571,1708.218231,158.8177901,0.0,0.101505231,-1.623578499,4.257242994,-0.343633333,-0.443636364,0.0,0.140663597,0.84733653,0.761268214,0.69,1.570887964,0.0,0.0,64.3448,1.68041364,0.709026058,8.478219279,-0.059195011,0.0,0.0,0.0,1.558706668,0.0,61052.66457,-870.44,0.0,74.91312113,APP
0.494735562,0.517179297,0.392185348,1.617969293,0.0,0.0,0.0,0.0,0.525345081,0.0,0.0,2.973693124,1.572295628,0.0,0.0,0.056818182,1.576035244,47364.8295,0.0,0.0,0.600142131,0.0,-895.24,0.0,0.0,1.617969293,0.0,-2.091971885,0.0,0.0,45.07826267,0.0,70.31224251,133.028696,0.0,0.400880267,0.0,0.22752892,2120.709266,0.0,0.0,0.0,0.762171646,1.592702438,0.0,0.0,0.0,0.170965264,1.085824414,0.797692351,0.0,1.655385536,0.0,0.0,58.5374,1.116427835,0.400880267,13.89894755,1.727551827,0.0,0.0,0.0,1.612901748,0.0,62518.17708,-895.24,0.0,0.0,APP
0.474346173,0.844357795,0.399427801,1.612110775,7.385630997,0.371546881,4504.257825,93957.84394,0.523977128,87.05018142,0.418985213,1.95661321,1.593310558,0.871383106,0.021545569,0.082941176,1.571931384,50979.25335,0.772994179,57.0519,0.85834456,0.109364762,-931.1075,167.8868981,0.214402896,1.612110775,160.2439882,-7.688400112,0.221166732,0.223575132,36.27326552,0.09660253,76.42605217,137.9629195,0.69167688,0.662847892,0.906990727,0.408302009,1611.289177,97.85147051,105.7133831,0.695628355,-1.351983004,2.858114066,9.083619109,0.895714286,7.665241084,0.151210366,0.979567415,0.803316733,0.841628378,1.842187157,59.47940864,0.557353041,33.7305,1.081205044,0.621484946,8.029325004,-0.038375442,0.288631915,2.018621315,0.632328978,1.634531626,0.066712779,67341.67888,-917.03,1.043933144,67.80920432,APP
0.428826479,0.881071017,0.308025,0.0,6.838779956,6.890980462,7344.738077,90235.71155,0.481,93.82200381,0.383713835,0.98477915,0.0,0.844158964,0.026520508,0.116153846,1.443,47461.28104,0.82026727,114.1038,0.884776443,0.342091358,-905.23,162.311122,0.208014598,0.0,157.1389387,8.12074347,0.256083921,0.16356302,31.01993456,0.080683817,72.12825709,152.0730507,0.78838301,0.683240064,1.023221022,0.606456389,2339.587847,108.4762648,117.4063602,0.912533358,0.552519507,4.245194723,8.183586269,1.310740741,0.0,0.153485109,0.3808,0.71080198,0.791065811,1.753812724,0.0,0.599799921,32.5682,1.274275058,0.669653728,3.585031434,-0.001851797,0.335692245,1.606048605,1.114822254,1.481186592,0.165450504,64614.95248,-905.54,1.006333333,76.97061682,APP
0.403174503,0.306882725,0.408079617,1.647856025,0.0,0.004736842,0.0,0.0,0.544960406,0.0,0.0,2.03011522,1.6099749,0.92,0.0,0.559473684,1.634881217,48290.88634,0.0,0.0,0.453522322,0.0,-896.54,0.0,0.062881482,1.647856025,0.0,-1.623128517,0.075047318,0.0,38.91965942,0.040165372,64.38852947,129.2501593,0.0,0.374688136,0.68,0.156777387,1722.665905,75.0,0.0,0.051464938,0.960400168,1.097441708,-0.016537396,0.1115,0.0,0.152254294,1.24751472,0.814125753,0.68,1.608020033,0.0,0.235722755,36.1201,1.241887358,0.374688136,11.9960361,-0.037554586,0.108068137,0.0,0.875505435,1.651661314,0.0,64887.81201,-881.93,0.0,33.90049176,APP
0.502724222,0.916666667,0.388959887,1.572575953,22.16666667,3.19058,3254.919294,0.0,0.511510782,77.74334963,0.0,2.774997696,1.55723063,0.837821351,0.050737844,-0.15,1.534532346,47955.54411,0.6808,71.561075,0.758039271,0.0,-943.79,0.0,0.350945343,1.572575953,0.0,-4.943263639,0.41355,0.352213889,33.34630236,0.211063229,44.3,62.9,0.0,0.693126721,0.630337079,0.038632345,2828.913697,96.60795224,0.0,1.015305078,0.0,0.270426413,7.638479103,1.35,0.0,0.211594266,0.720748922,0.7869,1.013763838,1.814038644,0.0,0.743972739,30.4707,1.103086579,0.693126721,10.0520769,0.787361111,0.609192,0.0,0.925192508,1.5738,0.158760329,59896.51619,-874.745,2.051111111,75.07851677,APP
0.512223581,0.75,0.0,1.7568,73.0,0.0,0.0,0.0,0.5856,143.8,0.0,1.752356311,1.7568,0.0,0.0,-7.5,1.7568,9033.81429,0.0,0.0,1.0,0.0,-901.71,189.9,0.579380164,1.7568,189.42,2.280602453,0.0,0.464385619,30.78852966,0.0,87.24956733,161.6889888,0.0,0.827729377,0.0,0.0,0.0,0.0,0.0,1.370226557,0.50175,0.0,0.0,0.0,0.0,0.289749078,0.0,0.7442,0.69,1.993084712,0.0,0.0,17.6456,0.58,0.827729377,0.0,1.5625,0.0,0.0,0.484261983,1.4884,0.0,54466.90305,-858.46,6.038,76.16253864,APP
0.41998128,0.814897429,0.417584999,1.634877792,0.0,0.406627941,0.0,90324.02143,0.565886217,0.0,0.365570951,1.827060739,1.606871211,0.903816648,0.0,0.094705882,1.69765865,48488.08284,0.76,57.0519,0.891527445,0.163683333,-896.54,163.1508109,0.240459721,1.634877792,157.143901,-3.184532183,0.124950899,0.0,37.70539602,0.057990416,80.26846146,146.3853439,0.714,0.758618988,0.991277346,0.144595679,2174.721488,112.0429867,124.5301499,0.06459096,0.715356289,1.012169755,7.728967256,0.962222222,0.0,0.15003968,0.874055273,0.866464581,0.887565151,1.83547379,0.0,0.593193045,61.1168,0.866155298,0.713716892,9.38456845,-0.037661643,0.271371144,0.0,0.306626972,1.756951376,0.124980593,64903.97279,-906.8925,0.0,69.50658239,APP
0.353294374,0.887435914,0.425018343,1.585695348,23.55952381,3.879785455,0.0,0.0,0.534759846,92.99961226,0.0,1.467705788,1.547034222,0.810969132,0.319734525,-0.445454545,1.604279537,50625.45968,0.9025,114.1038,0.958424899,0.0,-952.72,140.0,0.383618274,1.585695348,120.91,-51.77081148,0.184395524,0.464385619,28.88621372,0.0,66.90025055,126.3837954,1.2,0.829361317,0.860335196,0.618015258,2166.751305,117.7896071,0.0,0.085523079,-0.055562518,4.326106809,8.640651939,1.738333333,0.0,0.223687471,0.378294801,0.77532493,1.131841298,2.176488834,0.0,0.646632308,16.5646,0.866495404,0.79523358,11.78712592,-0.070764463,0.290308919,0.0,0.495404966,1.592304203,0.410796145,68415.53589,-927.5375,3.380074074,95.94765422,APP
0.395217447,0.842328277,0.0,0.0,0.0,3.49545,0.0,0.0,0.0,0.0,0.0,0.765090368,0.0,0.746773763,0.0,-2.08125,0.0,46232.53789,0.5624,0.0,0.653521248,0.0,-883.57,152.8592751,0.141181742,0.0,139.905095,16.14554496,0.02657205,0.0,44.87272538,0.0,78.08900322,135.0363415,0.0,0.610528527,0.671186441,1.037436479,0.0,132.0,0.0,0.071704064,0.958158502,7.262055353,6.065827909,0.357777778,0.0,0.152658126,0.2601,0.0,1.2,2.251109809,0.0,0.238746728,64.7752,0.554290087,0.610528527,0.0,1.483186515,0.038263752,1.988882627,0.250687874,0.0,0.115431291,61384.50903,-886.75,0.0,83.98783455,APP
0.436922993,0.852415769,0.377067439,1.624846079,12.65830944,2.481293345,8710.730738,90550.40013,0.508210207,108.5209703,0.351378624,1.583917607,1.519149405,0.837229152,0.073121565,0.503536585,1.524630622,48552.60108,0.81799271,87.0782,0.913652807,0.15225261,-927.9675,162.1227004,0.193101475,1.624846079,162.9470644,284.3500975,0.247163362,0.360969379,30.24940607,0.080358234,76.2052137,146.0028798,0.771404567,0.639711667,0.965496985,0.554204656,2314.180517,98.77066613,112.8997231,0.901354321,1.216588445,3.879432595,8.893725114,1.016746988,13.82635371,0.155519678,0.96228692,0.825769623,0.861518093,2.039575847,108.8219753,0.555133495,64.2372,1.118298635,0.603810574,8.340141431,-0.042975115,0.263756257,2.018294726,0.538216219,1.732835972,0.108233654,66674.20752,-928.02,1.72991532,77.14780108,APP
0.478195957,0.856247176,0.399427801,1.612110775,7.611859583,0.368037121,3254.919294,94144.27546,0.523977128,87.36954368,0.418985213,1.954676971,1.593310558,0.871694016,0.022168047,0.114242424,1.571931384,51293.6476,0.772994179,57.0519,0.868488217,0.112581373,-932.64,177.0666209,0.213885978,1.612110775,164.5426273,-13.65045995,0.18535434,0.22753802,36.25295545,0.073054644,80.20970301,142.2195661,0.679953644,0.676365171,0.926316579,0.406439317,1611.289177,99.64931614,105.7133831,0.035843578,-1.475461373,2.845075216,4.511829887,0.856470588,8.57,0.155954681,0.941068402,0.803316733,0.862150992,1.842453703,66.5,0.242620826,57.1738,1.12715687,0.633570568,7.510745635,-0.038270211,0.229961387,1.599842174,0.498268433,1.634531626,0.068611592,66833.9946,-907.43,1.072334835,68.7344783,APP
0.507142383,0.879854628,0.386457185,1.628396697,8.382346911,0.488613333,5915.650697,87840.33786,0.544328057,92.08464328,0.35531829,1.929451483,1.559271892,0.81660622,0.011757154,0.780333333,1.632984172,48071.80561,0.0,57.0519,0.857781953,-0.009289247,-924.3675,208.9994228,0.199737969,1.628396697,181.1100843,8.041802869,0.143367249,0.240438991,40.58365255,0.053422602,89.68041396,164.6659434,0.0,0.695012153,0.906249795,0.739468329,2822.393935,92.02901964,109.1107,0.035262191,-0.468222437,5.176278304,1.85133575,0.92,8.57,0.193149439,0.622346128,0.800698226,0.93961788,2.094019065,66.5,0.552165538,104.8024,0.891799239,0.647958967,11.53972667,1.680843295,0.299058053,1.170479682,0.308269696,1.634990441,0.13740247,64743.21032,-908.46,1.167638146,75.17344592,APP
0.434879136,0.875526386,0.308025,1.4319,7.105180534,7.634124,7213.493934,86833.163,0.481,94.23013492,0.402502665,1.129413924,1.4319,0.841792654,0.017195934,0.3784,1.443,48237.28726,0.839140038,97.1167,0.853913376,0.321185897,-904.23,150.7386764,0.210101768,1.4319,138.2167233,11.62817809,0.276204357,0.167516586,31.33297598,0.088611884,68.48154079,133.3106904,0.768676936,0.669018236,1.004212034,0.90645133,2282.704461,99.44522963,117.431623,0.663650007,0.44406744,6.345159313,8.309029461,1.059615385,0.0,0.151971788,0.459357972,0.71080198,0.783208165,1.737937881,0.0,0.600379023,32.2977,1.315718581,0.669018236,3.585031434,-0.001978237,0.361763313,1.636189965,1.116622906,1.481186592,0.118326553,64343.77581,-909.06,1.041034483,75.67125467,APP
